age,gender,height_cm,weight_kg,bmi,fitness_level,goal,exercise,duration_min,intensity,sets,reps,heart_rate_avg,training_volume,effort_score,metabolic_proxy,hr_reserve_ratio,calories_burned,meal_plan
34,Male,186.2,96.7,27.89,Beginner,Muscle Gain,Push-ups,30,High,5,12,163,60,150,2.763,0.876,450.5,mg_beginner
40,Female,159.6,67.1,26.34,Beginner,Muscle Gain,Dips,25,Low,3,12,126,36,75,1.637,0.7,117.0,mg_beginner
23,Male,173.6,88.2,29.27,Beginner,Maintenance,Plank,27,Medium,4,11,153,44,108,3.675,0.777,145.6,mt_standard
52,Male,162.9,75.4,28.41,Beginner,Muscle Gain,Squats,34,High,5,8,148,40,170,1.423,0.881,390.3,mg_beginner
25,Female,169.3,90.3,31.5,Intermediate,Fat Loss,Squats,45,Medium,4,15,149,60,180,3.473,0.764,488.1,fl_intermediate
24,Male,184.7,56.5,16.56,Intermediate,Fat Loss,Squats,45,Medium,4,13,150,52,180,2.26,0.765,331.1,fl_intermediate
26,Male,176.9,100.8,32.21,Intermediate,Muscle Gain,Dips,44,Low,3,7,129,21,132,3.733,0.665,426.5,mg_intermediate
38,Male,182.1,112.6,33.96,Beginner,Muscle Gain,Push-ups,40,Low,3,8,127,24,120,2.887,0.698,402.3,mg_beginner
26,Female,161.5,81.0,31.06,Intermediate,Fat Loss,Pull-ups,32,Medium,4,17,148,68,128,3.0,0.763,340.8,fl_intermediate
35,Male,167.6,69.6,24.78,Advanced,Muscle Gain,Muscle-ups,66,High,5,8,159,40,330,1.933,0.859,1353.1,mg_advanced
16,Male,176.0,84.2,27.18,Intermediate,Fat Loss,Squats,45,High,4,17,176,68,180,4.953,0.863,711.0,fl_intermediate
23,Female,164.3,81.1,30.04,Beginner,Muscle Gain,Push-ups,33,Low,3,8,134,24,99,3.379,0.68,208.4,mg_beginner
26,Male,175.2,84.5,27.53,Beginner,Fat Loss,Push-ups,30,High,4,12,169,48,120,3.13,0.871,356.8,fl_beginner
42,Male,162.5,88.6,33.55,Beginner,Muscle Gain,Squats,34,Medium,5,11,140,55,170,2.06,0.787,278.2,mg_beginner
20,Female,164.2,92.5,34.31,Intermediate,Muscle Gain,Dips,52,Medium,4,9,152,36,208,4.405,0.76,674.3,mg_intermediate
45,Male,179.1,119.3,37.19,Intermediate,Fat Loss,Pull-ups,52,Medium,5,12,136,60,260,2.593,0.777,868.1,fl_intermediate
30,Male,179.6,66.9,20.74,Advanced,Maintenance,Handstand,39,High,4,15,163,60,156,2.158,0.858,369.1,mt_standard
48,Male,172.2,102.3,34.5,Intermediate,Maintenance,Pull-ups,33,Medium,2,8,134,16,66,2.088,0.779,412.6,mt_standard
46,Female,148.0,54.3,24.79,Beginner,Fat Loss,Squats,32,Medium,5,18,138,90,160,1.155,0.793,205.6,fl_beginner
20,Male,168.6,50.6,17.8,Advanced,Muscle Gain,Handstand,72,Medium,4,6,150,24,288,2.41,0.75,393.8,mg_advanced
25,Male,183.1,135.7,40.48,Beginner,Muscle Gain,Dips,42,Medium,3,10,151,30,126,5.219,0.774,587.6,mg_beginner
18,Female,163.8,57.3,21.36,Beginner,Fat Loss,Push-ups,22,Low,3,12,137,36,66,3.016,0.678,92.6,fl_beginner
16,Male,178.7,108.8,34.07,Advanced,Muscle Gain,L-sit,53,Medium,4,9,152,36,212,6.4,0.745,685.1,mg_advanced
42,Female,159.5,62.5,24.57,Intermediate,Muscle Gain,Pull-ups,48,High,5,10,155,50,240,1.453,0.871,578.4,mg_intermediate
27,Female,160.2,97.2,37.87,Advanced,Muscle Gain,Muscle-ups,59,Low,4,10,125,40,236,3.471,0.648,766.4,mg_advanced
37,Male,174.4,76.2,25.05,Intermediate,Muscle Gain,Pull-ups,51,Medium,5,7,141,35,255,2.005,0.77,537.4,mg_intermediate
28,Male,163.7,129.8,48.44,Intermediate,Muscle Gain,Dips,53,Medium,5,10,147,50,265,4.476,0.766,1043.4,mg_intermediate
25,Male,178.3,94.6,29.76,Intermediate,Muscle Gain,Dips,44,Medium,4,11,149,44,176,3.638,0.764,482.2,mg_intermediate
27,Female,154.7,60.1,25.11,Beginner,Fat Loss,Push-ups,37,High,3,13,168,39,111,2.146,0.87,351.0,fl_beginner
45,Female,177.0,88.4,28.22,Beginner,Muscle Gain,Push-ups,28,Medium,4,10,138,40,112,1.922,0.789,292.6,mg_beginner
57,Male,177.6,77.9,24.7,Beginner,Fat Loss,Push-ups,34,Low,3,14,117,42,102,1.343,0.718,199.1,fl_beginner
27,Female,162.6,46.2,17.47,Beginner,Muscle Gain,Dips,30,Medium,3,11,150,33,90,1.65,0.777,160.3,mg_beginner
42,Female,150.1,90.7,40.26,Advanced,Fat Loss,L-sit,42,High,4,16,154,64,168,2.109,0.865,584.2,fl_advanced
29,Male,190.2,112.3,31.04,Intermediate,Maintenance,L-sit,26,Medium,4,10,146,40,104,3.743,0.764,276.0,mt_standard
37,Male,165.0,59.0,21.67,Intermediate,Muscle Gain,Pull-ups,44,Medium,4,6,141,24,176,1.553,0.77,392.5,mg_intermediate
31,Male,182.5,82.0,24.62,Advanced,Fat Loss,L-sit,61,High,3,20,162,60,183,2.562,0.857,679.5,fl_advanced
37,Female,159.4,116.1,45.69,Advanced,Muscle Gain,Handstand,59,Medium,5,8,139,40,295,3.055,0.76,853.7,mg_advanced
37,Female,170.2,83.4,28.79,Beginner,Muscle Gain,Dips,41,Medium,3,7,144,21,123,2.195,0.787,404.8,mg_beginner
36,Female,165.1,77.0,28.25,Beginner,Muscle Gain,Push-ups,29,Medium,5,9,144,45,145,2.081,0.783,262.1,mg_beginner
34,Female,160.9,66.6,25.73,Advanced,Fat Loss,Plank,57,High,5,13,160,65,285,1.903,0.86,368.6,fl_advanced
19,Male,163.4,79.6,29.81,Beginner,Muscle Gain,Push-ups,41,Low,5,9,136,45,205,3.98,0.677,217.2,mg_beginner
23,Female,159.3,57.1,22.5,Beginner,Maintenance,Squats,33,Low,3,15,134,45,99,2.379,0.68,133.9,mt_standard
22,Male,174.5,112.6,36.98,Beginner,Maintenance,Squats,28,Medium,3,12,153,36,84,4.896,0.773,380.7,mt_standard
46,Female,160.2,95.2,37.09,Intermediate,Fat Loss,Push-ups,54,Medium,5,18,135,90,270,2.026,0.776,715.7,fl_intermediate
38,Male,182.4,90.5,27.2,Advanced,Maintenance,Pull-ups,51,Medium,3,14,138,42,153,2.321,0.758,689.5,mt_standard
35,Male,177.4,85.0,27.01,Beginner,Muscle Gain,Dips,30,High,5,11,162,55,150,2.361,0.876,403.2,mg_beginner
16,Male,179.4,125.6,39.03,Advanced,Fat Loss,L-sit,43,Low,5,17,131,85,215,7.388,0.642,456.2,fl_advanced
20,Female,152.7,82.4,35.34,Beginner,Fat Loss,Squats,24,High,5,18,174,90,120,3.924,0.87,308.5,fl_beginner
31,Male,189.3,92.4,25.79,Beginner,Maintenance,Push-ups,26,Medium,3,12,148,36,78,2.888,0.783,251.7,mt_standard
34,Female,148.0,114.1,52.09,Beginner,Maintenance,Squats,20,Low,4,11,129,44,80,3.26,0.694,169.5,mt_standard
40,Male,166.7,100.0,35.99,Intermediate,Fat Loss,Push-ups,37,Medium,3,16,139,48,111,2.439,0.772,507.6,fl_intermediate
19,Male,169.7,86.7,30.11,Beginner,Fat Loss,Push-ups,36,Low,5,18,136,90,180,4.335,0.677,234.3,fl_beginner
34,Male,178.1,101.5,32.0,Beginner,Fat Loss,Squats,33,High,3,15,163,45,99,2.9,0.876,466.0,fl_beginner
20,Male,178.1,90.4,28.5,Intermediate,Maintenance,Pull-ups,38,Low,4,15,132,60,152,4.305,0.66,342.8,mt_standard
17,Male,184.4,106.9,31.44,Intermediate,Muscle Gain,Dips,37,High,3,12,175,36,111,5.939,0.862,706.7,mg_intermediate
21,Male,183.9,65.5,19.37,Beginner,Fat Loss,Push-ups,20,Low,3,15,135,45,60,2.977,0.678,102.6,fl_beginner
28,Female,168.3,79.3,28.0,Intermediate,Fat Loss,Squats,52,Medium,4,19,147,76,208,2.734,0.766,537.6,fl_intermediate
47,Female,165.3,87.9,32.17,Intermediate,Fat Loss,Squats,38,Medium,3,16,135,48,114,1.831,0.78,432.5,fl_intermediate
36,Female,163.9,50.3,18.72,Advanced,Fat Loss,Pull-ups,63,High,5,16,158,80,315,1.359,0.859,654.3,fl_advanced
36,Male,167.9,94.7,33.59,Advanced,Muscle Gain,L-sit,61,High,4,12,158,48,244,2.559,0.859,756.9,mg_advanced
35,Male,166.4,95.7,34.56,Intermediate,Fat Loss,Pull-ups,34,High,5,17,161,85,170,2.658,0.87,613.4,fl_intermediate
16,Male,167.8,71.7,25.46,Intermediate,Muscle Gain,Squats,57,Medium,5,9,155,45,285,4.218,0.76,571.7,mg_intermediate
32,Male,180.8,44.7,13.67,Advanced,Muscle Gain,Muscle-ups,45,High,5,7,162,35,225,1.355,0.862,587.0,mg_advanced
34,Male,174.5,74.9,24.6,Beginner,Fat Loss,Push-ups,22,Medium,3,13,146,39,66,2.14,0.785,169.3,fl_beginner
51,Female,163.6,91.9,34.34,Beginner,Muscle Gain,Dips,26,Medium,3,12,135,36,78,1.767,0.799,262.2,mg_beginner
39,Female,159.4,71.3,28.06,Intermediate,Muscle Gain,Dips,44,Medium,3,10,140,30,132,1.782,0.773,383.4,mg_intermediate
20,Male,168.0,116.0,41.1,Beginner,Fat Loss,Push-ups,35,Medium,3,15,155,45,105,5.524,0.775,470.0,fl_beginner
56,Female,148.0,47.6,21.73,Beginner,Fat Loss,Push-ups,21,Low,5,20,118,100,105,0.835,0.72,78.3,fl_beginner
48,Female,154.8,104.6,43.65,Beginner,Maintenance,Squats,24,Low,4,10,122,40,96,2.135,0.709,174.0,mt_standard
49,Female,161.0,76.4,29.47,Intermediate,Maintenance,Pull-ups,34,High,4,15,149,60,136,1.528,0.871,450.7,mt_standard
37,Female,160.5,93.8,36.41,Beginner,Muscle Gain,Squats,28,Low,3,6,127,18,84,2.468,0.694,180.0,mg_beginner
46,Male,180.6,72.7,22.29,Intermediate,Fat Loss,Pull-ups,48,Medium,4,15,135,60,192,1.547,0.776,434.1,fl_intermediate
43,Male,169.7,117.8,40.91,Beginner,Muscle Gain,Dips,26,Low,5,12,124,60,130,2.677,0.701,234.5,mg_beginner
43,Male,170.4,81.7,28.14,Intermediate,Fat Loss,Pull-ups,34,High,4,13,154,52,136,1.857,0.87,503.6,fl_intermediate
31,Male,175.3,79.6,25.9,Beginner,Muscle Gain,Dips,43,Low,3,10,130,30,129,2.487,0.688,206.4,mg_beginner
36,Female,163.4,86.1,32.25,Intermediate,Maintenance,Squats,25,High,4,8,160,32,100,2.327,0.87,329.4,mt_standard
46,Female,166.1,68.5,24.83,Beginner,Fat Loss,Plank,21,High,5,12,153,60,105,1.457,0.879,115.7,fl_beginner
35,Male,177.7,68.1,21.57,Beginner,Maintenance,Squats,27,Medium,3,11,145,33,81,1.892,0.784,211.4,mt_standard
31,Female,171.9,40.0,13.54,Beginner,Fat Loss,Plank,39,Medium,5,16,148,80,195,1.25,0.783,104.0,fl_beginner
17,Male,177.6,82.6,26.19,Beginner,Maintenance,Handstand,32,Medium,3,14,157,42,96,4.589,0.773,223.4,mt_standard
31,Female,151.6,87.9,38.25,Beginner,Muscle Gain,Push-ups,38,High,5,12,165,60,190,2.747,0.873,495.5,mg_beginner
36,Female,163.5,71.8,26.86,Intermediate,Maintenance,Squats,38,Medium,4,15,142,60,152,1.941,0.772,347.1,mt_standard
18,Male,185.3,94.8,27.61,Intermediate,Muscle Gain,Pull-ups,46,High,3,9,174,27,138,4.989,0.861,796.2,mg_intermediate
42,Male,175.0,111.3,36.34,Intermediate,Fat Loss,Squats,30,Medium,3,14,138,42,90,2.588,0.775,400.8,fl_intermediate
33,Female,165.7,84.8,30.89,Intermediate,Muscle Gain,Pull-ups,54,Medium,4,9,144,36,216,2.494,0.77,674.0,mg_intermediate
27,Male,194.1,75.7,20.09,Beginner,Muscle Gain,Dips,38,Low,5,12,132,60,190,2.704,0.684,222.0,mg_beginner
32,Female,154.7,94.9,39.65,Intermediate,Fat Loss,Push-ups,36,High,4,19,163,76,144,2.876,0.867,665.2,fl_intermediate
32,Male,173.0,86.4,28.87,Intermediate,Muscle Gain,Pull-ups,48,Medium,3,12,144,36,144,2.618,0.766,477.8,mg_intermediate
41,Female,165.0,78.7,28.91,Beginner,Fat Loss,Push-ups,22,Low,4,12,125,48,88,1.874,0.698,112.7,fl_beginner
27,Male,186.6,122.4,35.15,Beginner,Muscle Gain,Dips,41,Medium,3,7,150,21,123,4.371,0.777,514.6,mg_beginner
35,Female,159.4,92.7,36.48,Intermediate,Fat Loss,Push-ups,47,Low,3,18,125,54,141,2.575,0.676,437.9,fl_intermediate
41,Male,190.0,97.2,26.93,Beginner,Muscle Gain,Dips,28,Low,5,8,125,40,140,2.314,0.698,243.2,mg_beginner
38,Male,192.1,80.9,21.92,Intermediate,Maintenance,Pull-ups,37,Medium,3,9,141,27,111,2.074,0.775,412.8,mt_standard
31,Female,166.7,79.7,28.68,Intermediate,Muscle Gain,Pull-ups,55,High,3,11,164,33,165,2.491,0.868,719.3,mg_intermediate
19,Female,163.0,64.3,24.2,Beginner,Maintenance,Squats,23,Low,3,10,136,30,69,3.215,0.677,99.4,mt_standard
17,Male,178.9,114.0,35.62,Intermediate,Muscle Gain,Dips,51,Medium,5,12,154,60,255,6.333,0.759,721.4,mg_intermediate
39,Male,181.4,78.6,23.89,Beginner,Muscle Gain,Push-ups,39,Medium,4,9,142,36,156,1.965,0.785,322.8,mg_beginner
52,Female,169.5,68.9,23.98,Intermediate,Fat Loss,Push-ups,45,Low,3,14,116,42,135,1.3,0.69,268.1,fl_intermediate
46,Male,190.8,102.9,28.27,Advanced,Fat Loss,Pull-ups,67,High,3,12,150,36,201,2.189,0.862,1394.9,fl_advanced
25,Male,178.0,92.7,29.26,Beginner,Fat Loss,Push-ups,34,Medium,3,14,151,42,102,3.565,0.774,373.6,fl_beginner
16,Female,172.5,91.3,30.68,Beginner,Fat Loss,Push-ups,21,Low,5,13,138,65,105,5.371,0.676,143.9,fl_beginner
41,Male,186.3,117.7,33.91,Beginner,Maintenance,Plank,22,Medium,2,8,141,16,44,2.802,0.788,159.8,mt_standard
26,Male,182.5,69.5,20.87,Intermediate,Fat Loss,Squats,32,Low,5,13,129,65,160,2.574,0.665,222.2,fl_intermediate
35,Female,164.8,59.2,21.8,Beginner,Muscle Gain,Squats,33,Low,3,6,128,18,99,1.644,0.692,127.7,mg_beginner
36,Female,166.5,79.8,28.79,Beginner,Fat Loss,Push-ups,38,Medium,4,19,144,76,152,2.157,0.783,337.0,fl_beginner
18,Male,182.0,66.1,19.96,Intermediate,Muscle Gain,Pull-ups,39,Medium,5,9,154,45,195,3.479,0.762,334.7,mg_intermediate
28,Male,173.4,85.4,28.4,Beginner,Fat Loss,Push-ups,36,Low,5,13,132,65,180,2.945,0.688,222.0,fl_beginner
38,Male,182.4,93.9,28.22,Advanced,Muscle Gain,L-sit,63,Medium,3,7,138,21,189,2.408,0.758,611.5,mg_advanced
28,Female,176.5,105.6,33.9,Intermediate,Muscle Gain,Pull-ups,54,Low,4,6,128,24,216,3.641,0.667,525.8,mg_intermediate
33,Male,185.3,115.8,33.73,Advanced,Muscle Gain,L-sit,64,Low,5,10,122,50,320,3.406,0.652,576.1,mg_advanced
16,Female,155.5,98.7,40.82,Beginner,Maintenance,Squats,32,Low,4,12,138,48,128,5.806,0.676,189.7,mt_standard
18,Female,156.6,40.6,16.56,Advanced,Fat Loss,Pull-ups,62,High,5,16,173,80,310,2.137,0.856,530.0,fl_advanced
16,Male,184.3,109.5,32.24,Beginner,Muscle Gain,Push-ups,29,Medium,4,9,157,36,116,6.441,0.77,313.3,mg_beginner
27,Male,179.2,101.5,31.61,Intermediate,Fat Loss,Push-ups,46,Low,4,14,129,56,184,3.625,0.668,423.7,fl_intermediate
23,Male,196.7,69.7,18.01,Advanced,Maintenance,Muscle-ups,35,High,3,14,169,42,105,2.904,0.858,639.4,mt_standard
39,Male,169.9,66.5,23.04,Beginner,Fat Loss,Push-ups,26,Low,4,19,126,76,104,1.663,0.696,149.1,fl_beginner
26,Female,164.8,61.5,22.64,Intermediate,Muscle Gain,Pull-ups,35,Medium,5,8,148,40,175,2.278,0.763,312.9,mg_intermediate
29,Male,166.0,94.5,34.29,Intermediate,Muscle Gain,Squats,49,Medium,5,9,146,45,245,3.15,0.764,662.4,mg_intermediate
47,Male,178.0,67.5,21.3,Beginner,Fat Loss,Plank,34,Low,5,19,122,95,170,1.406,0.705,98.3,fl_beginner
23,Male,178.8,90.7,28.37,Beginner,Fat Loss,Push-ups,25,Low,3,18,134,54,75,3.779,0.68,170.5,fl_beginner
38,Male,164.5,128.2,47.38,Intermediate,Muscle Gain,Dips,51,Low,3,8,123,24,153,3.287,0.676,637.3,mg_intermediate
28,Female,167.5,74.4,26.52,Beginner,Fat Loss,Push-ups,21,Low,3,15,132,45,63,2.566,0.688,122.7,fl_beginner
27,Female,154.9,59.9,24.96,Intermediate,Fat Loss,Push-ups,52,Medium,4,13,148,52,208,2.139,0.767,414.4,fl_intermediate
17,Female,157.4,40.0,16.15,Intermediate,Muscle Gain,Pull-ups,38,High,4,7,175,28,152,2.222,0.862,279.7,mg_intermediate
45,Female,164.4,82.3,30.45,Advanced,Muscle Gain,L-sit,50,Medium,5,9,134,45,250,1.789,0.766,468.8,mg_advanced
20,Male,176.5,65.2,20.93,Beginner,Fat Loss,Push-ups,30,Low,3,17,136,51,90,3.105,0.68,160.5,fl_beginner
21,Male,168.1,66.5,23.53,Beginner,Fat Loss,Squats,31,Medium,5,20,154,100,155,3.023,0.774,242.8,fl_beginner
25,Male,175.8,82.6,26.73,Advanced,Muscle Gain,L-sit,59,High,3,12,167,36,177,3.177,0.856,753.9,mg_advanced
31,Female,162.3,40.0,15.19,Intermediate,Muscle Gain,Dips,52,Medium,4,8,145,32,208,1.25,0.767,260.1,mg_intermediate
29,Female,168.2,99.8,35.28,Beginner,Maintenance,Plank,26,Medium,4,13,149,52,104,3.327,0.78,106.0,mt_standard
31,Female,172.7,40.0,13.41,Advanced,Muscle Gain,L-sit,76,High,3,11,162,33,228,1.25,0.857,467.3,mg_advanced
34,Female,155.5,70.3,29.07,Beginner,Fat Loss,Squats,33,Low,3,12,129,36,99,2.009,0.694,124.6,fl_beginner
38,Male,167.7,115.0,40.89,Intermediate,Fat Loss,Pull-ups,30,Medium,4,19,141,76,120,2.949,0.775,460.9,fl_intermediate
20,Male,176.9,68.8,21.99,Intermediate,Muscle Gain,Pull-ups,51,Medium,4,10,152,40,204,3.276,0.76,445.6,mg_intermediate
28,Female,162.1,73.2,27.86,Intermediate,Muscle Gain,Pull-ups,53,Low,3,12,128,36,159,2.524,0.667,348.5,mg_intermediate
20,Female,158.2,40.0,15.98,Advanced,Fat Loss,Plank,50,High,5,14,171,70,250,1.905,0.855,230.3,fl_advanced
45,Female,171.6,92.3,31.34,Advanced,Maintenance,Handstand,36,Medium,3,15,134,45,108,2.007,0.766,404.5,mt_standard
39,Male,171.0,69.3,23.7,Intermediate,Muscle Gain,Plank,36,Medium,4,8,140,32,144,1.732,0.773,137.1,mg_intermediate
37,Female,169.9,103.6,35.89,Beginner,Muscle Gain,Push-ups,41,Low,3,12,127,36,123,2.726,0.694,351.8,mg_beginner
32,Male,189.4,88.2,24.59,Beginner,Maintenance,Push-ups,23,Low,2,15,130,30,46,2.673,0.691,147.9,mt_standard
32,Female,163.7,48.1,17.95,Beginner,Muscle Gain,Push-ups,39,Medium,3,8,147,24,117,1.458,0.782,187.1,mg_beginner
32,Female,158.2,63.9,25.53,Beginner,Fat Loss,Squats,33,Medium,5,18,147,90,165,1.936,0.782,225.3,fl_beginner
17,Male,173.1,74.3,24.8,Intermediate,Muscle Gain,Pull-ups,38,Medium,4,6,154,24,152,4.128,0.759,356.2,mg_intermediate
35,Male,179.8,66.7,20.63,Intermediate,Muscle Gain,Pull-ups,44,Medium,3,9,143,27,132,1.853,0.773,392.2,mg_intermediate
25,Female,167.2,90.3,32.3,Beginner,Fat Loss,Push-ups,25,Medium,4,17,151,68,100,3.473,0.774,245.0,fl_beginner
49,Male,176.7,78.7,25.21,Beginner,Fat Loss,Push-ups,20,Medium,3,18,136,54,60,1.574,0.795,166.2,fl_beginner
49,Male,175.9,58.9,19.04,Beginner,Muscle Gain,Push-ups,31,Medium,4,12,136,48,124,1.178,0.795,217.8,mg_beginner
21,Male,182.9,96.9,28.97,Intermediate,Fat Loss,Squats,49,Medium,3,18,152,54,147,4.405,0.764,708.8,fl_intermediate
39,Male,170.5,137.1,47.16,Intermediate,Muscle Gain,Squats,42,Medium,3,6,140,18,126,3.427,0.773,684.8,mg_intermediate
18,Male,182.4,80.7,24.26,Intermediate,Muscle Gain,Squats,56,Low,3,10,133,30,168,4.247,0.658,421.0,mg_intermediate
17,Male,172.1,121.2,40.92,Intermediate,Maintenance,Pull-ups,34,High,3,14,175,42,102,6.733,0.862,840.9,mt_standard
23,Male,174.5,125.4,41.18,Intermediate,Fat Loss,Push-ups,36,Low,3,12,131,36,108,5.225,0.665,406.3,fl_intermediate
43,Male,178.6,99.4,31.16,Beginner,Fat Loss,Push-ups,39,Low,3,16,124,48,117,2.259,0.701,318.4,fl_beginner
46,Male,176.9,99.0,31.64,Advanced,Fat Loss,L-sit,49,Medium,3,14,133,42,147,2.106,0.764,453.8,fl_advanced
25,Male,184.4,79.0,23.23,Advanced,Muscle Gain,Muscle-ups,58,Medium,5,7,147,35,290,3.038,0.754,933.3,mg_advanced
39,Male,169.3,58.5,20.41,Beginner,Muscle Gain,Dips,41,High,4,12,159,48,164,1.462,0.878,374.6,mg_beginner
23,Male,173.9,89.9,29.73,Intermediate,Muscle Gain,Squats,36,Low,5,8,131,40,180,3.746,0.665,300.5,mg_intermediate
33,Male,174.6,96.9,31.79,Intermediate,Muscle Gain,Squats,57,Medium,3,9,144,27,171,2.85,0.77,691.9,mg_intermediate
18,Male,175.8,100.4,32.49,Intermediate,Fat Loss,Pull-ups,33,High,4,15,174,60,132,5.284,0.861,573.0,fl_intermediate
19,Female,153.1,75.7,32.3,Intermediate,Maintenance,Dips,25,Medium,2,15,153,30,50,3.785,0.761,250.0,mt_standard
16,Male,173.2,61.7,20.57,Intermediate,Maintenance,Pull-ups,35,Medium,2,13,155,26,70,3.629,0.76,293.6,mt_standard
40,Male,175.2,122.7,39.97,Beginner,Maintenance,Push-ups,24,High,2,11,158,22,48,2.993,0.878,420.1,mt_standard
20,Male,170.0,93.1,32.21,Beginner,Fat Loss,Push-ups,35,Medium,3,13,155,39,105,4.433,0.775,363.1,fl_beginner
40,Female,166.1,80.6,29.21,Intermediate,Muscle Gain,Dips,36,Medium,5,12,139,60,180,1.966,0.772,432.6,mg_intermediate
54,Female,161.6,73.8,28.26,Beginner,Fat Loss,Push-ups,30,Low,4,19,119,76,120,1.342,0.717,161.2,fl_beginner
27,Male,177.0,43.6,13.92,Beginner,Muscle Gain,Dips,31,Medium,4,12,150,48,124,1.557,0.777,125.9,mg_beginner
31,Female,167.9,84.6,30.01,Intermediate,Fat Loss,Pull-ups,38,High,4,20,164,80,152,2.644,0.868,607.4,fl_intermediate
21,Female,175.4,82.8,26.91,Intermediate,Fat Loss,Pull-ups,54,Low,3,18,132,54,162,3.764,0.663,457.4,fl_intermediate
39,Female,159.1,106.0,41.88,Advanced,Fat Loss,Pull-ups,52,Medium,4,17,137,68,208,2.65,0.757,852.2,fl_advanced
17,Female,150.4,60.9,26.92,Intermediate,Maintenance,Push-ups,37,Low,2,14,134,28,74,3.383,0.66,198.3,mt_standard
25,Male,181.5,110.4,33.51,Intermediate,Fat Loss,Squats,33,Low,5,14,130,70,165,4.246,0.667,284.8,fl_intermediate
43,Male,167.8,100.8,35.8,Intermediate,Fat Loss,Pull-ups,44,High,5,17,154,85,220,2.291,0.87,968.6,fl_intermediate
25,Male,163.7,100.9,37.65,Beginner,Muscle Gain,Dips,26,Medium,4,9,151,36,104,3.881,0.774,280.2,mg_beginner
25,Male,175.8,60.2,19.48,Beginner,Fat Loss,Plank,33,Medium,5,17,151,85,165,2.315,0.774,123.5,fl_beginner
20,Female,164.0,102.7,38.18,Intermediate,Muscle Gain,Dips,53,Medium,3,10,152,30,159,4.89,0.76,682.7,mg_intermediate
31,Male,173.7,85.4,28.3,Intermediate,Muscle Gain,Pull-ups,55,Medium,3,12,145,36,165,2.669,0.767,627.6,mg_intermediate
29,Female,158.0,68.3,27.36,Beginner,Fat Loss,Plank,28,High,4,14,167,56,112,2.277,0.874,134.5,fl_beginner
43,Male,163.2,66.6,25.01,Beginner,Fat Loss,Squats,20,Medium,5,18,140,90,100,1.514,0.791,148.3,fl_beginner
21,Male,176.7,75.2,24.08,Advanced,Maintenance,Muscle-ups,33,Medium,3,11,149,33,99,3.418,0.749,466.2,mt_standard
29,Female,169.2,88.4,30.88,Intermediate,Muscle Gain,Pull-ups,50,Medium,5,8,146,40,250,2.947,0.764,582.5,mg_intermediate
47,Female,162.1,85.0,32.35,Intermediate,Maintenance,Pull-ups,32,Medium,2,10,135,20,64,1.771,0.78,343.5,mt_standard
22,Male,174.0,91.2,30.12,Intermediate,Muscle Gain,Dips,44,Medium,3,12,151,36,132,3.965,0.763,499.2,mg_intermediate
25,Male,174.8,102.2,33.45,Intermediate,Fat Loss,Squats,54,Low,3,20,130,60,162,3.931,0.667,451.2,fl_intermediate
37,Male,181.8,115.4,34.92,Beginner,Fat Loss,Squats,29,Low,3,12,127,36,87,3.037,0.694,209.1,fl_beginner
39,Male,185.0,101.8,29.74,Advanced,Muscle Gain,L-sit,61,Low,3,6,119,18,183,2.545,0.657,454.3,mg_advanced
22,Female,156.4,88.9,36.34,Intermediate,Fat Loss,Pull-ups,33,High,5,19,171,95,165,3.865,0.864,507.8,fl_intermediate
30,Male,169.9,113.5,39.32,Beginner,Muscle Gain,Push-ups,31,High,4,7,166,28,124,3.661,0.874,528.1,mg_beginner
44,Male,166.2,101.8,36.85,Intermediate,Muscle Gain,Pull-ups,56,Low,5,11,120,55,280,2.262,0.682,518.6,mg_intermediate
34,Male,167.5,101.7,36.25,Beginner,Fat Loss,Push-ups,21,High,3,13,163,39,63,2.906,0.876,362.4,fl_beginner
25,Female,160.3,50.4,19.61,Beginner,Muscle Gain,Push-ups,25,Low,4,11,133,44,100,1.938,0.682,101.9,mg_beginner
44,Male,174.2,118.7,39.12,Beginner,Muscle Gain,Push-ups,41,Low,4,8,124,32,164,2.638,0.705,405.2,mg_beginner
21,Female,155.6,95.8,39.57,Beginner,Muscle Gain,Push-ups,38,Low,5,8,135,40,190,4.355,0.678,300.0,mg_beginner
16,Male,170.8,71.2,24.41,Advanced,Muscle Gain,Handstand,75,High,4,10,174,40,300,4.188,0.853,816.0,mg_advanced
31,Female,167.6,64.4,22.93,Beginner,Fat Loss,Handstand,32,Low,3,14,130,42,96,2.013,0.688,119.6,fl_beginner
41,Female,161.0,40.0,15.43,Intermediate,Fat Loss,Squats,35,High,4,18,156,72,140,0.952,0.872,222.2,fl_intermediate
37,Male,185.6,82.9,24.07,Advanced,Muscle Gain,Handstand,65,Medium,4,7,139,28,260,2.182,0.76,627.2,mg_advanced
21,Female,155.1,66.6,27.69,Advanced,Muscle Gain,Handstand,55,High,5,10,170,50,275,3.027,0.854,576.6,mg_advanced
17,Male,183.0,40.0,11.94,Intermediate,Fat Loss,Squats,36,Medium,3,18,154,54,108,2.222,0.759,171.0,fl_intermediate
34,Male,188.9,122.2,34.25,Beginner,Muscle Gain,Dips,40,Medium,3,11,146,33,120,3.491,0.785,590.5,mg_beginner
